# PPO-Bi detailed evaluation results (greedy inference)

[summary]
generated_at_utc: 2026-06-28T12:28:45+00:00
run_id: 9gj82ve1
checkpoint: runs/9gj82ve1/final_model.pt
global_step: 1001472
algorithm: PPO_BI
inference_mode: greedy
sampling_temperature: 1.0
reward: delta_seh
masking: r2_available
eval_r2_pool: train
r2_arch: lookup
starts_file: data/Bi/reactants_compact_test.pkl
num_start_molecules: 2000
start_offset: 0
total_starts: 2000
total_reactions: 5949
max_qed: 0.944
best_qed: 0.944
mean_delta_qed: -0.25506049999999997
avg_delta_qed: -0.25506049999999997
avg_num_reactions: 2.9745
max_episode_len: 4
positive_delta_fraction: 0.9955
negative_delta_fraction: 0.0025
zero_delta_fraction: 0.002
results_file: run_detailed_results/internal/ppo/4_steps/compact/4s_delta_seh_9gj82ve1_compact_results.txt
max_seh: 1.027742624282837
best_seh: 1.027742624282837
mean_delta_seh: 0.6329683447869793
avg_delta_seh: 0.6329683447869793

[trajectories]
path_id	start_smiles	final_smiles	initial_qed	final_qed	max_qed	delta_qed	num_reactions	stopped
869	0	NCCC1CCCC1	START		NCCC1CCCC1	0.577	0		START
869	1	NCCC1CCCC1	Reductive_amination-Ketone_R2	65	Brc1coc(CNCCC2CCCC2)c1	0.826	0.342398	O=Cc1cc(Br)co1	REACT
869	2	Brc1coc(CNCCC2CCCC2)c1	Suzuki_coupling	68	c1cc2c(cc1-c1coc(CNCCC3CCCC3)c1)CCO2	0.795	0.447371	CC1(C)OB(c2ccc3c(c2)CCO3)OC1(C)C	REACT
869	3	c1cc2c(cc1-c1coc(CNCCC3CCCC3)c1)CCO2	STOP	102	c1cc2c(cc1-c1coc(CNCCC3CCCC3)c1)CCO2	0.795	0		STOP
870	0	Cc1c(Cl)cccc1C(C)O	START		Cc1c(Cl)cccc1C(C)O	0.687	0		START
870	1	Cc1c(Cl)cccc1C(C)O	FGI_bromination	95	Cc1c(Cl)cccc1C(C)Br	0.641	0.00846487		REACT
870	2	Cc1c(Cl)cccc1C(C)Br	Alkyne_alkylation_R2	91	Cc1cc(Br)ccc1C#CC(C)c1cccc(Cl)c1C	0.565	0.0914913	C#Cc1ccc(Br)cc1C	REACT
870	3	Cc1cc(Br)ccc1C#CC(C)c1cccc(Cl)c1C	Suzuki_coupling	68	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC(C)c1cccc(Cl)c1C	0.444	0.478675	CC1(C)OB(c2ccc3c(c2)CCO3)OC1(C)C	REACT
870	4	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC(C)c1cccc(Cl)c1C	STOP	102	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC(C)c1cccc(Cl)c1C	0.444	0		STOP
871	0	NCC1(O)CCC1	START		NCC1(O)CCC1	0.483	0		START
871	1	NCC1(O)CCC1	FGI_bromination	95	NCC1(Br)CCC1	0.58	-0.0299525		REACT
871	2	NCC1(Br)CCC1	Alkyne_alkylation_R2	91	Cc1cc(Br)ccc1C#CC1(CN)CCC1	0.784	0.322649	C#Cc1ccc(Br)cc1C	REACT
871	3	Cc1cc(Br)ccc1C#CC1(CN)CCC1	Suzuki_coupling	68	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC1(CN)CCC1	0.847	0.501281	OB(O)c1ccc2c(c1)CCO2	REACT
871	4	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC1(CN)CCC1	STOP	102	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC1(CN)CCC1	0.847	0		STOP
872	0	Nc1cc(Br)ccc1OC(F)(F)F	START		Nc1cc(Br)ccc1OC(F)(F)F	0.784	0		START
872	1	Nc1cc(Br)ccc1OC(F)(F)F	Suzuki_coupling	68	Nc1ccc2cc(-c3ccc(OC(F)(F)F)c(N)c3)ccc2c1	0.68	0.270708	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
872	2	Nc1ccc2cc(-c3ccc(OC(F)(F)F)c(N)c3)ccc2c1	Bischler-Indole	7	Nc1cc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)ccc1OC(F)(F)F	0.273	0.307678	O=C(CBr)c1ccc2c(c1)CCC2	REACT
872	3	Nc1cc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)ccc1OC(F)(F)F	STOP	102	Nc1cc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)ccc1OC(F)(F)F	0.273	0		STOP
873	0	C=C(C)CCCN	START		C=C(C)CCCN	0.53	0		START
873	1	C=C(C)CCCN	Reductive_amination-Ketone_R2	65	C=C(C)CCCNCc1cc(Br)co1	0.624	0.370554	O=Cc1cc(Br)co1	REACT
873	2	C=C(C)CCCNCc1cc(Br)co1	Suzuki_coupling	68	C=C(C)CCCNCc1cc(-c2ccc3c(c2)CCO3)co1	0.61	0.441874	CC1(C)OB(c2ccc3c(c2)CCO3)OC1(C)C	REACT
873	3	C=C(C)CCCNCc1cc(-c2ccc3c(c2)CCO3)co1	STOP	102	C=C(C)CCCNCc1cc(-c2ccc3c(c2)CCO3)co1	0.61	0		STOP
874	0	CCN(C(=O)OC(C)(C)C)[C@H](C)CN	START		CCN(C(=O)OC(C)(C)C)[C@H](C)CN	0.756	0		START
874	1	CCN(C(=O)OC(C)(C)C)[C@H](C)CN	Reductive_amination-Ketone_R2	65	CCN(C(=O)OC(C)(C)C)[C@H](C)CNCc1cc(Br)co1	0.838	0.301304	O=Cc1cc(Br)co1	REACT
874	2	CCN(C(=O)OC(C)(C)C)[C@H](C)CNCc1cc(Br)co1	Suzuki_coupling	68	CCN(C(=O)OC(C)(C)C)[C@H](C)CNCc1cc(-c2ccc3cc(N)ccc3c2)co1	0.496	0.148823	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
874	3	CCN(C(=O)OC(C)(C)C)[C@H](C)CNCc1cc(-c2ccc3cc(N)ccc3c2)co1	Bischler-Indole	7	CCN(C(=O)OC(C)(C)C)[C@H](C)CNCc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)co1	0.199	0.234553	O=C(CBr)c1ccc2c(c1)CCC2	REACT
874	4	CCN(C(=O)OC(C)(C)C)[C@H](C)CNCc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)co1	STOP	102	CCN(C(=O)OC(C)(C)C)[C@H](C)CNCc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)co1	0.199	0		STOP
875	0	O[C@@H]1CC[C@@H]2CCN[C@H]12	START		O[C@@H]1CC[C@@H]2CCN[C@H]12	0.484	0		START
875	1	O[C@@H]1CC[C@@H]2CCN[C@H]12	FGI_bromination	95	Br[C@@H]1CC[C@@H]2CCN[C@@H]21	0.571	0.0954919		REACT
875	2	Br[C@@H]1CC[C@@H]2CCN[C@@H]21	Alkyne_alkylation_R2	91	Cc1cc(Br)ccc1C#C[C@@H]1CC[C@@H]2CCN[C@@H]21	0.723	0.195324	C#Cc1ccc(Br)cc1C	REACT
875	3	Cc1cc(Br)ccc1C#C[C@@H]1CC[C@@H]2CCN[C@@H]21	Suzuki_coupling	68	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#C[C@@H]1CC[C@@H]2CCN[C@@H]21	0.778	0.235275	OB(O)c1ccc2c(c1)CCO2	REACT
875	4	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#C[C@@H]1CC[C@@H]2CCN[C@@H]21	STOP	102	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#C[C@@H]1CC[C@@H]2CCN[C@@H]21	0.778	0		STOP
876	0	O[C@@H]1CC[C@H]2CCN[C@H]21	START		O[C@@H]1CC[C@H]2CCN[C@H]21	0.484	0		START
876	1	O[C@@H]1CC[C@H]2CCN[C@H]21	FGI_bromination	95	Br[C@@H]1CC[C@H]2CCN[C@H]21	0.571	0.0954919		REACT
876	2	Br[C@@H]1CC[C@H]2CCN[C@H]21	Alkyne_alkylation_R2	91	Cc1cc(Br)ccc1C#C[C@@H]1CC[C@H]2CCN[C@H]21	0.723	0.195324	C#Cc1ccc(Br)cc1C	REACT
876	3	Cc1cc(Br)ccc1C#C[C@@H]1CC[C@H]2CCN[C@H]21	Suzuki_coupling	68	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#C[C@@H]1CC[C@H]2CCN[C@H]21	0.778	0.235274	OB(O)c1ccc2c(c1)CCO2	REACT
876	4	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#C[C@@H]1CC[C@H]2CCN[C@H]21	STOP	102	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#C[C@@H]1CC[C@H]2CCN[C@H]21	0.778	0		STOP
877	0	CC(C)(C)c1cc(C(=O)O)ccc1O	START		CC(C)(C)c1cc(C(=O)O)ccc1O	0.721	0		START
877	1	CC(C)(C)c1cc(C(=O)O)ccc1O	Ketone_formation_R2	85	CC(C)(C)c1cc(C(=O)Cc2ccc(Br)cc2)ccc1O	0.804	0.0504452	Brc1ccc(CI)cc1	REACT
877	2	CC(C)(C)c1cc(C(=O)Cc2ccc(Br)cc2)ccc1O	Suzuki_coupling	68	CC(C)(C)c1cc(C(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)ccc1O	0.298	0.195966	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
877	3	CC(C)(C)c1cc(C(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)ccc1O	Bischler-Indole	7	CC(C)(C)c1cc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(Br)c6)cc54)c3)cc2)ccc1O	0.197	0.087079	O=C(CBr)c1cccc(Br)c1	REACT
877	4	CC(C)(C)c1cc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(Br)c6)cc54)c3)cc2)ccc1O	Suzuki_coupling	68	CC(C)(C)c1cc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)OCC8)c6)cc54)c3)cc2)ccc1O	0.18	0.227347	OB(O)c1ccc2c(c1)OCC2	REACT
877	5	CC(C)(C)c1cc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)OCC8)c6)cc54)c3)cc2)ccc1O	STOP	102	CC(C)(C)c1cc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)OCC8)c6)cc54)c3)cc2)ccc1O	0.18	0		STOP
878	0	CC(C)c1cc(C(=O)O)cc(O)n1	START		CC(C)c1cc(C(=O)O)cc(O)n1	0.727	0		START
878	1	CC(C)c1cc(C(=O)O)cc(O)n1	Ketone_formation_R2	85	CC(C)c1cc(C(=O)Cc2ccc(Br)cc2)cc(O)n1	0.857	0.0686554	Brc1ccc(CI)cc1	REACT
878	2	CC(C)c1cc(C(=O)Cc2ccc(Br)cc2)cc(O)n1	Suzuki_coupling	68	CC(C)c1cc(C(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)cc(O)n1	0.333	0.230961	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
878	3	CC(C)c1cc(C(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)cc(O)n1	Bischler-Indole	7	CC(C)c1cc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)cc(O)n1	0.209	0.249881	O=C(CBr)c1ccc2c(c1)CCC2	REACT
878	4	CC(C)c1cc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)cc(O)n1	STOP	102	CC(C)c1cc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)cc(O)n1	0.209	0		STOP
879	0	COc1cc(Cl)c(F)c(C(=O)O)c1	START		COc1cc(Cl)c(F)c(C(=O)O)c1	0.803	0		START
879	1	COc1cc(Cl)c(F)c(C(=O)O)c1	Ketone_formation_R2	85	COc1cc(Cl)c(F)c(C(=O)Cc2ccc(Br)cc2)c1	0.743	0.0388607	Brc1ccc(CI)cc1	REACT
879	2	COc1cc(Cl)c(F)c(C(=O)Cc2ccc(Br)cc2)c1	Suzuki_coupling	68	COc1cc(Cl)c(F)c(C(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)c1	0.304	0.28022	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
879	3	COc1cc(Cl)c(F)c(C(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)c1	Bischler-Indole	7	COc1cc(Cl)c(F)c(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(Br)c6)cc54)c3)cc2)c1	0.194	0.0861185	O=C(CBr)c1cccc(Br)c1	REACT
879	4	COc1cc(Cl)c(F)c(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(Br)c6)cc54)c3)cc2)c1	Suzuki_coupling	68	COc1cc(Cl)c(F)c(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)c1	0.177	0.23869	CC1(C)OB(c2ccc3c(c2)CCO3)OC1(C)C	REACT
879	5	COc1cc(Cl)c(F)c(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)c1	STOP	102	COc1cc(Cl)c(F)c(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)c1	0.177	0		STOP
880	0	N#Cc1cc(Br)ccc1O	START		N#Cc1cc(Br)ccc1O	0.692	0		START
880	1	N#Cc1cc(Br)ccc1O	Suzuki_coupling	68	N#Cc1cc(-c2ccc3cc(N)ccc3c2)ccc1O	0.656	0.288922	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
880	2	N#Cc1cc(-c2ccc3cc(N)ccc3c2)ccc1O	Bischler-Indole	7	N#Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1O	0.345	0.363648	O=C(CBr)c1ccc2c(c1)CCC2	REACT
880	3	N#Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1O	STOP	102	N#Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1O	0.345	0		STOP
881	0	O=C1CC2CC(C(=O)O)CC2C1	START		O=C1CC2CC(C(=O)O)CC2C1	0.637	0		START
881	1	O=C1CC2CC(C(=O)O)CC2C1	Ketone_formation_R2	85	O=C1CC2CC(C(=O)Cc3ccc(Br)cc3)CC2C1	0.853	0.106075	Brc1ccc(CI)cc1	REACT
881	2	O=C1CC2CC(C(=O)Cc3ccc(Br)cc3)CC2C1	Suzuki_coupling	68	O=C1CC2CC(C(=O)Cc3ccc(-c4ccc5c(c4)CCO5)cc3)CC2C1	0.811	0.378023	OB(O)c1ccc2c(c1)CCO2	REACT
881	3	O=C1CC2CC(C(=O)Cc3ccc(-c4ccc5c(c4)CCO5)cc3)CC2C1	STOP	102	O=C1CC2CC(C(=O)Cc3ccc(-c4ccc5c(c4)CCO5)cc3)CC2C1	0.811	0		STOP
882	0	C=Cc1ccc(C(F)(F)F)cc1Br	START		C=Cc1ccc(C(F)(F)F)cc1Br	0.704	0		START
882	1	C=Cc1ccc(C(F)(F)F)cc1Br	Suzuki_coupling	68	C=Cc1ccc(C(F)(F)F)cc1C=Cc1cccc(N)c1	0.617	0.191013	CC1(C)OB(C=Cc2cccc(N)c2)OC1(C)C	REACT
882	2	C=Cc1ccc(C(F)(F)F)cc1C=Cc1cccc(N)c1	Bischler-Indole	7	C=Cc1ccc(C(F)(F)F)cc1C=Cc1ccc2cc(-c3cccc(Br)c3)[nH]c2c1	0.29	0.119183	O=C(CBr)c1cccc(Br)c1	REACT
882	3	C=Cc1ccc(C(F)(F)F)cc1C=Cc1ccc2cc(-c3cccc(Br)c3)[nH]c2c1	Suzuki_coupling	68	C=Cc1ccc(C(F)(F)F)cc1C=Cc1ccc2cc(-c3cccc(-c4ccc5c(c4)CCO5)c3)[nH]c2c1	0.236	0.297701	OB(O)c1ccc2c(c1)CCO2	REACT
882	4	C=Cc1ccc(C(F)(F)F)cc1C=Cc1ccc2cc(-c3cccc(-c4ccc5c(c4)CCO5)c3)[nH]c2c1	STOP	102	C=Cc1ccc(C(F)(F)F)cc1C=Cc1ccc2cc(-c3cccc(-c4ccc5c(c4)CCO5)c3)[nH]c2c1	0.236	0		STOP
883	0	CC1(CO)CCCN1	START		CC1(CO)CCCN1	0.509	0		START
883	1	CC1(CO)CCCN1	FGI_bromination	95	CC1(CBr)CCCN1	0.6	-0.00656343		REACT
883	2	CC1(CBr)CCCN1	Alkyne_alkylation_R2	91	Cc1cc(Br)ccc1C#CCC1(C)CCCN1	0.779	0.212548	C#Cc1ccc(Br)cc1C	REACT
883	3	Cc1cc(Br)ccc1C#CCC1(C)CCCN1	Suzuki_coupling	68	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CCC1(C)CCCN1	0.819	0.500268	CC1(C)OB(c2ccc3c(c2)CCO3)OC1(C)C	REACT
883	4	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CCC1(C)CCCN1	STOP	102	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CCC1(C)CCCN1	0.819	0		STOP
884	0	Fc1cc(Br)cc(F)c1F	START		Fc1cc(Br)cc(F)c1F	0.457	0		START
884	1	Fc1cc(Br)cc(F)c1F	Suzuki_coupling	68	Fc1cc(-c2ccc3c(c2)CCO3)cc(F)c1F	0.701	0.604927	OB(O)c1ccc2c(c1)CCO2	REACT
884	2	Fc1cc(-c2ccc3c(c2)CCO3)cc(F)c1F	STOP	102	Fc1cc(-c2ccc3c(c2)CCO3)cc(F)c1F	0.701	0		STOP
885	0	CN(C)C(CN)c1ccco1	START		CN(C)C(CN)c1ccco1	0.701	0		START
885	1	CN(C)C(CN)c1ccco1	Reductive_amination-Ketone_R2	65	CN(C)C(CNCc1cc(Br)co1)c1ccco1	0.89	0.203432	O=Cc1cc(Br)co1	REACT
885	2	CN(C)C(CNCc1cc(Br)co1)c1ccco1	Suzuki_coupling	68	CN(C)C(CNCc1cc(-c2ccc3c(c2)CCO3)co1)c1ccco1	0.7	0.410634	OB(O)c1ccc2c(c1)CCO2	REACT
885	3	CN(C)C(CNCc1cc(-c2ccc3c(c2)CCO3)co1)c1ccco1	STOP	102	CN(C)C(CNCc1cc(-c2ccc3c(c2)CCO3)co1)c1ccco1	0.7	0		STOP
886	0	O=C(O)CN1C(=O)CSC1=O	START		O=C(O)CN1C(=O)CSC1=O	0.627	0		START
886	1	O=C(O)CN1C(=O)CSC1=O	Ketone_formation_R2	85	O=C(Cc1ccc(Br)cc1)CN1C(=O)CSC1=O	0.851	0.204633	Brc1ccc(CI)cc1	REACT
886	2	O=C(Cc1ccc(Br)cc1)CN1C(=O)CSC1=O	Suzuki_coupling	68	Nc1ccc2cc(-c3ccc(CC(=O)CN4C(=O)CSC4=O)cc3)ccc2c1	0.669	0.199118	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
886	3	Nc1ccc2cc(-c3ccc(CC(=O)CN4C(=O)CSC4=O)cc3)ccc2c1	Bischler-Indole	7	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(Br)c5)cc4cc3c2)cc1)CN1C(=O)CSC1=O	0.234	0.0677353	O=C(CBr)c1cccc(Br)c1	REACT
886	4	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(Br)c5)cc4cc3c2)cc1)CN1C(=O)CSC1=O	Suzuki_coupling	68	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)CN1C(=O)CSC1=O	0.198	0.236129	OB(O)c1ccc2c(c1)CCO2	REACT
886	5	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)CN1C(=O)CSC1=O	STOP	102	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)CN1C(=O)CSC1=O	0.198	0		STOP
887	0	COc1cc(CN)ccc1C	START		COc1cc(CN)ccc1C	0.694	0		START
887	1	COc1cc(CN)ccc1C	Reductive_amination-Ketone_R2	65	COc1cc(CNCc2cc(Br)co2)ccc1C	0.915	0.283667	O=Cc1cc(Br)co1	REACT
887	2	COc1cc(CNCc2cc(Br)co2)ccc1C	Suzuki_coupling	68	COc1cc(CNCc2cc(-c3ccc4cc(N)ccc4c3)co2)ccc1C	0.452	0.186569	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
887	3	COc1cc(CNCc2cc(-c3ccc4cc(N)ccc4c3)co2)ccc1C	Bischler-Indole	7	COc1cc(CNCc2cc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)co2)ccc1C	0.226	0.244068	O=C(CBr)c1ccc2c(c1)CCC2	REACT
887	4	COc1cc(CNCc2cc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)co2)ccc1C	STOP	102	COc1cc(CNCc2cc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)co2)ccc1C	0.226	0		STOP
888	0	COc1ccc(CN)c(C)c1	START		COc1ccc(CN)c(C)c1	0.694	0		START
888	1	COc1ccc(CN)c(C)c1	Reductive_amination-Ketone_R2	65	COc1ccc(CNCc2cc(Br)co2)c(C)c1	0.915	0.287685	O=Cc1cc(Br)co1	REACT
888	2	COc1ccc(CNCc2cc(Br)co2)c(C)c1	Suzuki_coupling	68	COc1ccc(CNCc2cc(-c3ccc4cc(N)ccc4c3)co2)c(C)c1	0.452	0.180189	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
888	3	COc1ccc(CNCc2cc(-c3ccc4cc(N)ccc4c3)co2)c(C)c1	Bischler-Indole	7	COc1ccc(CNCc2cc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)co2)c(C)c1	0.226	0.242522	O=C(CBr)c1ccc2c(c1)CCC2	REACT
888	4	COc1ccc(CNCc2cc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)co2)c(C)c1	STOP	102	COc1ccc(CNCc2cc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)co2)c(C)c1	0.226	0		STOP
889	0	Cc1ccc(Br)c(CCO)n1	START		Cc1ccc(Br)c(CCO)n1	0.815	0		START
889	1	Cc1ccc(Br)c(CCO)n1	Suzuki_coupling	68	Cc1ccc(-c2ccc3cc(N)ccc3c2)c(CCO)n1	0.722	0.276851	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
889	2	Cc1ccc(-c2ccc3cc(N)ccc3c2)c(CCO)n1	Bischler-Indole	7	Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(Br)c5)cc43)c2)c(CCO)n1	0.317	0.116139	O=C(CBr)c1cccc(Br)c1	REACT
889	3	Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(Br)c5)cc43)c2)c(CCO)n1	Suzuki_coupling	68	Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc43)c2)c(CCO)n1	0.26	0.255309	OB(O)c1ccc2c(c1)OCC2	REACT
889	4	Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc43)c2)c(CCO)n1	STOP	102	Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc43)c2)c(CCO)n1	0.26	0		STOP
890	0	Cc1c(C=O)ccc(O)c1O	START		Cc1c(C=O)ccc(O)c1O	0.47	0		START
890	1	Cc1c(C=O)ccc(O)c1O	FGI_bromination	95	Cc1c(C=O)ccc(Br)c1O	0.729	-0.0281398		REACT
890	2	Cc1c(C=O)ccc(Br)c1O	Suzuki_coupling	68	Cc1c(C=O)ccc(-c2ccc3cc(N)ccc3c2)c1O	0.551	0.287498	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
890	3	Cc1c(C=O)ccc(-c2ccc3cc(N)ccc3c2)c1O	Bischler-Indole	7	Cc1c(C=O)ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(Br)c5)cc43)c2)c1O	0.281	0.114695	O=C(CBr)c1cccc(Br)c1	REACT
890	4	Cc1c(C=O)ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(Br)c5)cc43)c2)c1O	Suzuki_coupling	68	Cc1c(C=O)ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)c1O	0.243	0.263424	OB(O)c1ccc2c(c1)CCO2	REACT
890	5	Cc1c(C=O)ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)c1O	STOP	102	Cc1c(C=O)ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)c1O	0.243	0		STOP
891	0	COc1ccc(OC)c([C@@H](C)O)c1	START		COc1ccc(OC)c([C@@H](C)O)c1	0.774	0		START
891	1	COc1ccc(OC)c([C@@H](C)O)c1	FGI_bromination	95	COc1ccc(OC)c([C@@H](C)Br)c1	0.761	0.01096		REACT
891	2	COc1ccc(OC)c([C@@H](C)Br)c1	Alkyne_alkylation_R2	91	COc1ccc(OC)c([C@@H](C)C#Cc2ccc(Br)cc2C)c1	0.724	0.0532128	C#Cc1ccc(Br)cc1C	REACT
891	3	COc1ccc(OC)c([C@@H](C)C#Cc2ccc(Br)cc2C)c1	Suzuki_coupling	68	COc1ccc(OC)c([C@@H](C)C#Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2C)c1	0.299	0.253665	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
891	4	COc1ccc(OC)c([C@@H](C)C#Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2C)c1	Bischler-Indole	7	COc1ccc(OC)c([C@@H](C)C#Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2C)c1	0.213	0.264819	O=C(CBr)c1ccc2c(c1)CCC2	REACT
891	5	COc1ccc(OC)c([C@@H](C)C#Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2C)c1	STOP	102	COc1ccc(OC)c([C@@H](C)C#Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2C)c1	0.213	0		STOP
892	0	OCC(O)C1CCNCC1	START		OCC(O)C1CCNCC1	0.483	0		START
892	1	OCC(O)C1CCNCC1	FGI_bromination	95	OC(CBr)C1CCNCC1	0.656	-0.00519276		REACT
892	2	OC(CBr)C1CCNCC1	Alkyne_alkylation_R2	91	Cc1cc(Br)ccc1C#CCC(O)C1CCNCC1	0.821	0.17374	C#Cc1ccc(Br)cc1C	REACT
